,Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Contract Date,Property Type,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area,Land Lease Expiry,Normalized Price,longitude,latitude
1045,ORCHARD PLAZA,150 Orchard Road #03 -73,19,Strata,500000,26316,6-Sep-17,Retail,Resale,9,23,238841,Central Region,Orchard,2076,,103.841150144584,1.30125729409969
1046,PS100,100 Peck Seah Street #08 -17,44,Strata,1188000,27000,5-Sep-17,Office,Sub Sale,2,7,79333,Central Region,Outram,2110,,-1,-1
1047,SIM LIM SQUARE,1 Rochor Canal Road #06 -61,32,Strata,1794000,56063,5-Sep-17,Retail,Resale,7,18,188504,Central Region,Rochor,2082,,103.853037816787,1.30302427590084
1048,THE CENTRAL,8 Eu Tong Sen Street #13 -99,82,Strata,2100000,25610,4-Sep-17,Office,Resale,1,5,59818,Central Region,Singapore River,2100,,103.770859150717,1.33486390029772
1049,SERANGOON GARDEN ESTATE,"7,7A Lichfield Road",196,Land,3500000,17875,31-Aug-17,Shop House,Resale,19,55,556827,North East Region,Serangoon,2952,,103.869841628641,1.36425672973116
1050,PAYA LEBAR SQUARE,60 Paya Lebar Road #11 -55,50,Strata,1210500,24210,31-Aug-17,Office,Resale,14,40,409051,Central Region,Geylang,2110,,103.892580778514,1.31881487007652
1051,SIM LIM SQUARE,1 Rochor Canal Road #01 -32,22,Strata,1100000,50000,31-Aug-17,Retail,Resale,7,18,188504,Central Region,Rochor,2082,,103.853037816787,1.30302427590084
1052,PAYA LEBAR SQUARE,60 Paya Lebar Road #11 -56,50,Strata,1210500,24210,31-Aug-17,Office,Resale,14,40,409051,Central Region,Geylang,2110,,103.892580778514,1.31881487007652
1053,INTERNATIONAL PLAZA,10 Anson Road #09 -15,43,Strata,880000,20465,31-Aug-17,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.875314006629,1.38718725573372
1054,THE OCTAGON,105 Cecil Street #03 -01,121,Strata,2871000,23727,30-Aug-17,Office,Resale,1,6,69534,Central Region,Downtown Core,99999,,-1,-1
1055,VISION EXCHANGE,2 Venture Drive #13 -26,48,Strata,1252000,26083,30-Aug-17,Office,Resale,22,60,608526,West Region,Jurong East,2112,,103.744574631833,1.33015172071474
1056,SECOND AVENUE JUNCTION,733 Bukit Timah Road #01 -06,82,Strata,2380000,29024,30-Aug-17,Retail,Resale,10,26,269748,Central Region,Bukit Timah,99999,,103.799469913283,1.32982544693336
1057,N.A.,"24,24A Lorong 11 Geylang",147,Land,2400000,16315,30-Aug-17,Shop House,Resale,14,38,388716,Central Region,Geylang,99999,,103.877032760647,1.3132627699771
1058,VIVA VISTA,3 South Buona Vista Road #01 -22,15,Strata,319000,21267,29-Aug-17,Retail,Resale,5,11,118136,Central Region,Queenstown,99999,,103.78590960328,1.27980322314975
1059,KATONG PLAZA,1 Brooke Road #02 -02,28,Strata,790000,28214,29-Aug-17,Retail,Resale,15,42,429979,Central Region,Marine Parade,99999,,103.903890730119,1.30413915139834
1060,N.A.,515 Serangoon Road,161,Land,4400000,27329,29-Aug-17,Shop House,Resale,8,21,218155,Central Region,Kallang,99999,,103.857446961415,1.31477169259903
1061,THE FLOW,66 East Coast Road #05 -11,72,Strata,1700000,23611,28-Aug-17,Retail,New Sale,15,42,428778,Central Region,Marine Parade,99999,,103.904203116447,1.30457354662019
1062,FU LU SHOU COMPLEX,149 Rochor Road #03 -06,46,Strata,955000,20761,28-Aug-17,Retail,Resale,7,18,188425,Central Region,Rochor,2079,,103.854497441286,1.30151284603753
1063,KAMPONG GLAM CONSERVATION AREA,780 North Bridge Road,117,Land,4880000,41674,28-Aug-17,Shop House,Resale,7,19,198748,Central Region,Rochor,99999,,103.859997534537,1.30350164058784
1064,SUITES @ KOVAN,981 Upper Serangoon Road #01 -01,54,Strata,2300000,42593,28-Aug-17,Retail,Resale,19,53,534729,North East Region,Hougang,99999,,103.886835430404,1.36209946740312
1065,SPRINGLEAF TOWER,3 Anson Road #21 -01,937,Strata,25881068,27621,27-Aug-17,Office,Resale,2,7,79909,Central Region,Downtown Core,2095,,103.872660265894,1.39793279633197
1066,SPRINGLEAF TOWER,3 Anson Road #22 -01,998,Strata,25114796,25165,27-Aug-17,Office,Resale,2,7,79909,Central Region,Downtown Core,2095,,103.872660265894,1.39793279633197
1067,INTERNATIONAL PLAZA,10 Anson Road #23 -05,44,Strata,880000,20000,25-Aug-17,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.875314006629,1.38718725573372
1068,ROYAL SQUARE AT NOVENA,103 Irrawaddy Road #02 -20,57,Strata,3680000,64561,25-Aug-17,Retail,New Sale,12,32,329566,Central Region,Novena,2112,,103.843219261065,1.32057156550963
1069,CONCORDE SHOPPING CENTRE,317 Outram Road #B1 -18,26,Strata,360000,13846,24-Aug-17,Retail,Resale,3,16,169075,Central Region,Bukit Merah,2079,,103.834188169497,1.28896763517978
1070,ORCHARD TOWERS,400 Orchard Road #21 -07,140,Strata,2712600,19376,24-Aug-17,Office,Resale,9,23,238875,Central Region,Orchard,99999,,103.82921413868,1.30697796554332
1071,TEXTILE CENTRE,200 Jalan Sultan #01 -34,83,Strata,1080000,13012,24-Aug-17,Retail,Resale,7,19,199018,Central Region,Kallang,2069,,103.861630792094,1.30393835645619
1072,BUKIT TIMAH PLAZA,1 Jalan Anak Bukit #B2 -07A,41,Strata,1420000,34634,24-Aug-17,Retail,Resale,21,58,588996,Central Region,Bukit Timah,2075,,103.778600077834,1.33875930729067
1073,N.A.,81 Sims Avenue,139,Land,2250000,16210,22-Aug-17,Shop House,Resale,14,38,387421,Central Region,Geylang,99999,,103.877018913275,1.31405285008959
1074,GOLDEN MILE TOWER,6001 Beach Road #B1 -83,16,Strata,260000,16250,21-Aug-17,Office,Resale,7,19,199589,Central Region,Kallang,2068,,103.864140679249,1.30189174683935
1075,WOODS SQUARE,12 Woodlands Square #06 -72,52,Strata,1055750,20303,21-Aug-17,Office,New Sale,25,73,737715,North Region,Woodlands,2113,,103.784539481204,1.4353056289408
1076,PEOPLE~S PARK CENTRE,101 Upper Cross Street #06 -05,79,Strata,900000,11392,21-Aug-17,Office,Resale,1,5,58357,Central Region,Outram,2069,,-1,-1
1077,PAYA LEBAR SQUARE,60 Paya Lebar Road #07 -10,50,Strata,1070620,21412,21-Aug-17,Office,Resale,14,40,409051,Central Region,Geylang,2110,,103.892580778514,1.31881487007652
1078,PAYA LEBAR SQUARE,60 Paya Lebar Road #07 -42,47,Strata,1050000,22340,18-Aug-17,Office,Resale,14,40,409051,Central Region,Geylang,2110,,103.892580778514,1.31881487007652
1079,PEK CHUAN BUILDING,116 Lavender Street #03 -04,122,Strata,1100000,9016,18-Aug-17,Office,Resale,12,33,338730,Central Region,Kallang,2077,,103.86236375407,1.31189338502335
1080,FUYUEN COURT,520 Sims Avenue #02 -01,144,Strata,950000,6597,16-Aug-17,Office,Resale,14,38,387580,Central Region,Geylang,99999,,103.888998018255,1.31610089372946
1081,BUKIT PASOH CONSERVATION AREA,"13,13A,13B Teo Hong Road",161,Land,8928000,55488,15-Aug-17,Shop House,Resale,2,8,88327,Central Region,Outram,99999,,-1,-1
1082,INTERNATIONAL PLAZA,10 Anson Road #22 -14,219,Strata,3900000,17808,15-Aug-17,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.875314006629,1.38718725573372
1083,ELITE BUILDING,20 Aljunied Road #06 -02 ETC,3447,Strata,52000000,15086,15-Aug-17,Retail,Resale,14,38,389805,Central Region,Geylang,99999,,103.882157579419,1.31437110373978
1084,INTERNATIONAL PLAZA,10 Anson Road #15 -19,219,Strata,3500000,15982,15-Aug-17,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.875314006629,1.38718725573372
1085,THE PROMENADE@PELIKAT,183 Jalan Pelikat #B1 -130,18,Strata,570000,31667,14-Aug-17,Retail,Resale,19,53,537643,North East Region,Hougang,99999,,103.887857183262,1.35530904178245
1086,N.A.,777 North Bridge Road,140,Land,4050000,28929,14-Aug-17,Shop House,Resale,7,19,198745,Central Region,Rochor,99999,,103.859747786409,1.30379297201855
1087,THE CENTRAL,8 Eu Tong Sen Street #18 -84,86,Strata,2168000,25209,11-Aug-17,Office,Resale,1,5,59818,Central Region,Singapore River,2100,,103.770859150717,1.33486390029772
1088,PAYA LEBAR SQUARE,60 Paya Lebar Road #05 -09,51,Strata,1060000,20784,10-Aug-17,Office,Resale,14,40,409051,Central Region,Geylang,2110,,103.892580778514,1.31881487007652
1089,HIGH STREET CENTRE,1 North Bridge Road #16 -07,51,Strata,900000,17647,10-Aug-17,Office,Resale,6,17,179094,Central Region,Downtown Core,2068,,103.84921712944,1.28998869553167
1090,CITY GATE,371 Beach Road #B1 -20,53,Strata,1663000,31377,10-Aug-17,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,103.862331661034,1.30231590504577
1091,INTERNATIONAL PLAZA,10 Anson Road #20 -01,44,Strata,868000,19727,10-Aug-17,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.875314006629,1.38718725573372
1092,CITY GATE,371 Beach Road #02 -39,45,Strata,2046000,45467,8-Aug-17,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,103.862331661034,1.30231590504577
1093,HIGH STREET CENTRE,1 North Bridge Road #02 -35,45,Strata,630000,14000,8-Aug-17,Retail,Resale,6,17,179094,Central Region,Downtown Core,2068,,103.84921712944,1.28998869553167
1094,CITY PLAZA,810 Geylang Road #03 -80,29,Strata,910000,31379,8-Aug-17,Retail,Resale,14,40,409286,Central Region,Geylang,99999,,103.893472115119,1.31478689719772
1095,ICON@CHANGI,228 Changi Road #05 -01,41,Strata,630000,15366,8-Aug-17,Office,Resale,14,41,419741,Central Region,Geylang,99999,,103.904690339855,1.31724236528867
1096,PARKLANE SHOPPING MALL,35 Selegie Road #05 -11,41,Strata,520000,12683,7-Aug-17,Retail,Resale,7,18,188307,Central Region,Rochor,2073,,103.849448612005,1.30064530196808
1097,GIFFARD MANSIONS,424 Balestier Road #02 -11,33,Strata,450000,13636,4-Aug-17,Office,Resale,12,32,329810,Central Region,Novena,99999,,103.84910065649,1.32619717807331
1098,INTERNATIONAL PLAZA,10 Anson Road #23 -04,87,Strata,1720000,19770,4-Aug-17,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.875314006629,1.38718725573372
1099,PARKLANE SHOPPING MALL,35 Selegie Road #10 -17,54,Strata,464800,8607,3-Aug-17,Office,Resale,7,18,188307,Central Region,Rochor,2073,,103.849448612005,1.30064530196808
1100,TRIPLEONE SOMERSET,111 Somerset Road #06 -09,95,Strata,2628000,27663,3-Aug-17,Office,New Sale,9,23,238164,Central Region,Orchard,2074,,103.837317149115,1.30020622455912
1101,THE ADELPHI,1 Coleman Street #04 -16,24,Strata,635000,26458,3-Aug-17,Retail,Resale,6,17,179803,Central Region,Downtown Core,2827,,103.851184244325,1.29118501249664
1102,MAXWELL HOUSE,20 Maxwell Road #09 -01,350,Strata,3780000,10800,2-Aug-17,Office,Resale,1,6,69113,Central Region,Outram,2068,,-1,-1
1103,PEOPLE~S PARK CENTRE,101A Upper Cross Street #11 -14,55,Strata,728160,13239,2-Aug-17,Office,Resale,1,5,58358,Central Region,Outram,2069,,-1,-1
1104,PEOPLE~S PARK CENTRE,101A Upper Cross Street #11 -15,273,Strata,3594970,13168,2-Aug-17,Office,Resale,1,5,58358,Central Region,Outram,2069,,-1,-1
1105,PEOPLE~S PARK CENTRE,101A Upper Cross Street #11 -19,49,Strata,648210,13229,2-Aug-17,Office,Resale,1,5,58358,Central Region,Outram,2069,,-1,-1
1106,LITTLE INDIA CONSERVATION AREA,"97,97A Serangoon Road",112,Land,5933933,52887,1-Aug-17,Shop House,Resale,8,21,218002,Central Region,Rochor,2094,,103.851941120129,1.30703745976286
1107,SOHO LIFE,216 Joo Chiat Road #05 -25,32,Strata,470000,14688,1-Aug-17,Office,Resale,15,42,427483,Central Region,Geylang,99999,,103.900424708242,1.31196065332503
1108,CITY PLAZA,810 Geylang Road #03 -36,22,Strata,750000,34091,31-Jul-17,Retail,Resale,14,40,409286,Central Region,Geylang,99999,,103.893472115119,1.31478689719772
1109,INTERNATIONAL PLAZA,10 Anson Road #20 -03,44,Strata,880000,20000,31-Jul-17,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.875314006629,1.38718725573372
1110,SUITES AT BUKIT TIMAH,68 Jalan Jurong Kechil #01 -01,55,Strata,2380000,43273,31-Jul-17,Retail,Resale,21,59,596180,Central Region,Bukit Timah,99999,,103.773649129593,1.34054847886552
1111,TELOK MANSION,237 Telok Kurau Road,90,Strata,2370000,26333,31-Jul-17,Retail,Resale,15,42,423840,East Region,Bedok,99999,,103.911532643514,1.31162784125685
1112,N.A.,"19,19A Lorong 40 Geylang",127,Land,2100000,16548,28-Jul-17,Shop House,Resale,14,39,398065,Central Region,Geylang,99999,,103.889894465807,1.31383545346282
1113,HIGH STREET PLAZA,77 High Street #05 -03,57,Strata,1190000,20877,28-Jul-17,Office,Resale,6,17,179433,Central Region,Downtown Core,2826,,103.849358869172,1.29045407468311
1114,INTERNATIONAL PLAZA,10 Anson Road #09 -14,44,Strata,855000,19432,27-Jul-17,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.875314006629,1.38718725573372
1115,HIGH STREET CENTRE,1 North Bridge Road #09 -03,51,Strata,870000,17059,26-Jul-17,Office,Resale,6,17,179094,Central Region,Downtown Core,2068,,103.84921712944,1.28998869553167
1116,PENINSULA SHOPPING COMPLEX,3 Coleman Street #02 -02,29,Strata,666000,22966,25-Jul-17,Retail,Resale,6,17,179804,Central Region,Downtown Core,2827,,103.850272637854,1.29180789601988
1117,TELOK AYER CONSERVATION AREA,17 Stanley Street,150,Land,12650000,84446,25-Jul-17,Shop House,Resale,1,6,68736,Central Region,Outram,99999,,-1,-1
1118,MIRAGE TOWER,80 Kim Seng Road #01 -08,109,Strata,2350000,21560,25-Jul-17,Retail,Resale,9,23,239426,Central Region,Singapore River,99999,,103.834261909893,1.29198111835789
1119,SUNTEC CITY,9 Temasek Boulevard #32 -01,419,Strata,11500000,27446,24-Jul-17,Office,Resale,1,3,38989,Central Region,Downtown Core,2088,,-1,-1
1120,KRETA AYER CONSERVATION AREA,50 Temple Street,121,Land,8200000,67825,24-Jul-17,Shop House,Resale,1,5,58595,Central Region,Outram,99999,,-1,-1
1121,MACPHERSON MALL,"401 Macpherson Road #01 -24,25",75,Strata,4342749,57903,24-Jul-17,Retail,Resale,13,36,368125,Central Region,Toa Payoh,99999,,103.879294500005,1.33177054479921
1122,THE ADELPHI,1 Coleman Street #04 -34,29,Strata,818000,28207,24-Jul-17,Retail,Resale,6,17,179803,Central Region,Downtown Core,2827,,103.851184244325,1.29118501249664
1123,MANHATTAN HOUSE,151 Chin Swee Road #10 -12,50,Strata,520000,10400,21-Jul-17,Office,Resale,3,16,169876,Central Region,Outram,2068,,103.840813247609,1.28703443823015
1124,CITY PLAZA,810 Geylang Road #03 -31,19,Strata,645000,33947,21-Jul-17,Retail,Resale,14,40,409286,Central Region,Geylang,99999,,103.893472115119,1.31478689719772
1125,HAVELOCK2,2 Havelock Road #04 -02,74,Strata,1650000,22297,21-Jul-17,Office,Resale,1,5,59763,Central Region,Singapore River,2082,,103.777676620392,1.31832181066544
1126,HAVELOCK2,2 Havelock Road #04 -21,46,Strata,1030000,22391,21-Jul-17,Office,Resale,1,5,59763,Central Region,Singapore River,2082,,103.777676620392,1.31832181066544
1127,N.A.,"136,136A Tembeling Road",159,Land,2530000,15952,21-Jul-17,Shop House,Resale,15,42,423645,Central Region,Geylang,99999,,103.902471831235,1.31074208678414
1128,HAVELOCK2,2 Havelock Road #04 -01,148,Strata,3275000,22128,21-Jul-17,Office,Resale,1,5,59763,Central Region,Singapore River,2082,,103.777676620392,1.31832181066544
1129,CHINATOWN POINT,133 New Bridge Road #11 -05,67,Strata,1400000,20896,21-Jul-17,Office,Resale,1,5,59413,Central Region,Outram,2079,,-1,-1
1130,HAVELOCK2,2 Havelock Road #04 -03,40,Strata,900000,22500,21-Jul-17,Office,Resale,1,5,59763,Central Region,Singapore River,2082,,103.777676620392,1.31832181066544
1131,GRANDLINK SQUARE,511 Guillemard Road #01 -54,18,Strata,615000,34167,21-Jul-17,Retail,Resale,14,39,399849,Central Region,Geylang,99999,,103.891500511283,1.31419129803568
1132,HIGH STREET CENTRE,1 North Bridge Road #02 -39,45,Strata,480000,10667,20-Jul-17,Office,Resale,6,17,179094,Central Region,Downtown Core,2068,,103.84921712944,1.28998869553167
1133,SERANGOON GARDEN ESTATE,"5,5A Kensington Park Road",139,Land,4950000,35535,20-Jul-17,Shop House,Resale,19,55,557257,North East Region,Serangoon,2958,,103.866043255168,1.36474743104912
1134,EASTGATE,46 East Coast Road #06 -05,111,Strata,1800000,16216,19-Jul-17,Office,Resale,15,42,428766,Central Region,Marine Parade,99999,,103.903338639255,1.30438466442562
1135,BUKIT PASOH EXTNSN CONSTN AREA,"18,18A,18B Teck Lim Road",134,Land,13000000,96870,19-Jul-17,Shop House,Resale,2,8,88390,Central Region,Outram,99999,,-1,-1
1136,HIGH STREET CENTRE,1 North Bridge Road #18 -01,73,Strata,1159350,15882,19-Jul-17,Office,Resale,6,17,179094,Central Region,Downtown Core,2068,,103.84921712944,1.28998869553167
1137,BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road #02 -14,47,Strata,930000,19787,19-Jul-17,Retail,Resale,21,58,588177,Central Region,Bukit Timah,2078,,103.776539385406,1.34241264188644
1138,N.A.,172 Serangoon Road,94,Land,6300000,67236,19-Jul-17,Shop House,Resale,8,21,218053,Central Region,Rochor,99999,,103.853182885768,1.30830237019427
1139,N.A.,471 Geylang Road,136,Land,2850000,20894,18-Jul-17,Shop House,Resale,14,38,389430,Central Region,Geylang,99999,,103.883236114928,1.31353689345201
1140,CITY GATE,371 Beach Road #B1 -67,40,Strata,1780000,44500,18-Jul-17,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,103.862331661034,1.30231590504577
1141,WOODS SQUARE,12 Woodlands Square #06 -71,52,Strata,1020100,19617,17-Jul-17,Office,New Sale,25,73,737715,North Region,Woodlands,2113,,103.784539481204,1.4353056289408
1142,CITY PLAZA,810 Geylang Road #03 -91,23,Strata,730000,31739,14-Jul-17,Retail,Resale,14,40,409286,Central Region,Geylang,99999,,103.893472115119,1.31478689719772
1143,ORCHARD TOWERS,400 Orchard Road #03 -09,31,Strata,1050000,33871,14-Jul-17,Retail,Resale,9,23,238875,Central Region,Orchard,99999,,103.82921413868,1.30697796554332
1144,PAYA LEBAR SQUARE,60 Paya Lebar Road #12 -26,48,Strata,1032000,21500,13-Jul-17,Office,Resale,14,40,409051,Central Region,Geylang,2110,,103.892580778514,1.31881487007652
1145,N.A.,"226,226A Upper Thomson Road",182,Land,4000000,21990,13-Jul-17,Shop House,Resale,20,57,574358,Central Region,Bishan,99999,,103.835220730125,1.35297498849865
1146,THE ADELPHI,1 Coleman Street #B1 -09,32,Strata,925000,28906,13-Jul-17,Retail,Resale,6,17,179803,Central Region,Downtown Core,2827,,103.851184244325,1.29118501249664
1147,PAYA LEBAR SQUARE,60 Paya Lebar Road #12 -20,117,Strata,2518000,21521,13-Jul-17,Office,Resale,14,40,409051,Central Region,Geylang,2110,,103.892580778514,1.31881487007652
1148,PAYA LEBAR SQUARE,60 Paya Lebar Road #12 -24,45,Strata,968000,21511,13-Jul-17,Office,Resale,14,40,409051,Central Region,Geylang,2110,,103.892580778514,1.31881487007652
1149,PAYA LEBAR SQUARE,60 Paya Lebar Road #12 -21,45,Strata,968000,21511,13-Jul-17,Office,Resale,14,40,409051,Central Region,Geylang,2110,,103.892580778514,1.31881487007652
1150,BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road #11 -01,156,Strata,2118690,13581,13-Jul-17,Office,Resale,21,58,588179,Central Region,Bukit Timah,2882,,103.776031354379,1.34316475314327
1151,THE CENTRAL,8 Eu Tong Sen Street #14 -90,112,Strata,3111480,27781,13-Jul-17,Office,Resale,1,5,59818,Central Region,Singapore River,2100,,103.770859150717,1.33486390029772
1152,PAYA LEBAR SQUARE,60 Paya Lebar Road #12 -23,89,Strata,1916000,21528,13-Jul-17,Office,Resale,14,40,409051,Central Region,Geylang,2110,,103.892580778514,1.31881487007652
1153,PAYA LEBAR SQUARE,60 Paya Lebar Road #12 -22,45,Strata,968000,21511,13-Jul-17,Office,Resale,14,40,409051,Central Region,Geylang,2110,,103.892580778514,1.31881487007652
1154,PAYA LEBAR SQUARE,60 Paya Lebar Road #12 -25,45,Strata,968000,21511,13-Jul-17,Office,Resale,14,40,409051,Central Region,Geylang,2110,,103.892580778514,1.31881487007652
1155,THE CITRON,1 Marne Road #01 -31,47,Strata,1000000,21277,12-Jul-17,Retail,New Sale,8,20,208380,Central Region,Kallang,99999,,103.857214433401,1.31258887477107
1156,BURLINGTON SQUARE,175 Bencoolen Street #01 -15,25,Strata,753200,30128,11-Jul-17,Retail,Resale,7,18,189649,Central Region,Rochor,2095,,103.852700671094,1.30224433829812
1157,THONG TECK BUILDING,15 Scotts Road #05 -10,62,Strata,1868636,30139,11-Jul-17,Office,Resale,9,22,228218,Central Region,Orchard,99999,,103.83273062786,1.30788492696724
1158,GOLDEN MILE COMPLEX,5001 Beach Road #03 -12,24,Strata,255000,10625,10-Jul-17,Retail,Resale,7,19,199588,Central Region,Kallang,2068,,103.865163649543,1.30275121635194
1159,TELOK AYER CONSERVATION AREA,52 Amoy Street,88,Land,7100000,80317,7-Jul-17,Shop House,Resale,1,6,69878,Central Region,Outram,2832,,-1,-1
1160,PAYA LEBAR SQUARE,60 Paya Lebar Road #09 -20,117,Strata,2398000,20496,6-Jul-17,Office,Resale,14,40,409051,Central Region,Geylang,2110,,103.892580778514,1.31881487007652
1161,WOODS SQUARE,12 Woodlands Square #05 -77,51,Strata,992900,19469,6-Jul-17,Office,New Sale,25,73,737715,North Region,Woodlands,2113,,103.784539481204,1.4353056289408
