Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
SULTAN PLAZA,100 Jalan Sultan #09 -01,76,Strata,818000,10763,1000,2-Nov-16,Office,99 Yrs From 02/05/1978,Resale,7,19,199001,Central Region,Kallang
BOAT QUAY CONSERVATION AREA,53 Boat Quay,128,Land,13000000,101563,9435,2-Nov-16,Shop House,999 Yrs From 20/04/1826,Resale,1,4,49842,Central Region,Singapore River
N.A.,"265ABC,269ABC,271ABC Outram Road",569,Land,23800000,41828,3886,31-Oct-16,Shop House,Freehold,Resale,3,16,169061,Central Region,Bukit Merah
THE FLOW,66 East Coast Road #03 -17,83,Strata,2492000,30024,2789,31-Oct-16,Retail,Freehold,New Sale,15,42,428778,Central Region,Marine Parade
TOWNSHEND BUILDING,54 Maude Road #02 -07,40,Strata,600000,15000,1394,31-Oct-16,Office,Freehold,Resale,8,20,208346,Central Region,Kallang
THE RAINTREE,95 Bukit Drive #01 -32,40,Strata,568000,14200,1319,31-Oct-16,Retail,99 Yrs From 01/03/2003,Resale,21,58,587843,West Region,Bukit Panjang
SHENTON HOUSE,3 Shenton Way #10 -02,52,Strata,784000,15077,1401,28-Oct-16,Office,99 Yrs From 02/06/1969,Resale,1,6,68805,Central Region,Downtown Core
CHERN SENG BUILDING,7 Hindoo Road #04 -01 ETC,1131,Strata,12600000,11141,1035,28-Oct-16,Office,Freehold,Resale,8,20,209108,Central Region,Rochor
INTERNATIONAL PLAZA,10 Anson Road #24 -05,44,Strata,900000,20455,1900,27-Oct-16,Office,99 Yrs From 02/06/1970,Resale,2,7,79903,Central Region,Downtown Core
CITY GATE,371 Beach Road #01 -48,39,Strata,1783600,45733,4249,27-Oct-16,Retail,99 Yrs From 15/04/2014,New Sale,7,19,199597,Central Region,Kallang
THE CENTRAL,12 Eu Tong Sen Street #05 -167,59,Strata,1360000,23051,2141,27-Oct-16,Office,99 Yrs From 02/01/2001,Resale,1,5,59819,Central Region,Singapore River
BOAT QUAY CONSERVATION AREA,54 Boat Quay,126,Land,12900000,102138,9489,27-Oct-16,Shop House,999 Yrs From 20/04/1826,Resale,1,4,49843,Central Region,Singapore River
BUKIT PASOH CONSERVATION AREA,"277,279 New Bridge Road",236,Land,14500000,61415,5706,26-Oct-16,Shop House,Freehold,Resale,2,8,88751,Central Region,Outram
ORCHARD PLAZA,150 Orchard Road #05 -49,6,Strata,120000,20000,1858,25-Oct-16,Retail,99 Yrs From 02/06/1977,Resale,9,23,238841,Central Region,Orchard
PENINSULA PLAZA,111 North Bridge Road #05 -55B,13,Strata,392000,30154,2801,24-Oct-16,Office,999 Yrs From 29/10/1829,Resale,6,17,179098,Central Region,Downtown Core
SQUARE 2,10 Sinaran Drive #09 -13,89,Strata,3075000,34551,3210,21-Oct-16,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
HERITAGE PLACE,21 Tan Quee Lan Street #01 -03,281,Strata,9180000,32669,3035,21-Oct-16,Retail,999 Yrs From 25/01/1827,Resale,7,18,188108,Central Region,Downtown Core
VISION EXCHANGE,2 Venture Drive #16 -04,48,Strata,1280000,26667,2477,21-Oct-16,Office,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
FORTUNE CENTRE,190 Middle Road #02 -18,50,Strata,1330000,26600,2471,19-Oct-16,Retail,99 Yrs From 18/10/1980,Resale,7,18,188979,Central Region,Rochor
N.A.,35 Onan Road,106,Land,1700000,16083,1494,19-Oct-16,Shop House,Freehold,Resale,15,42,424486,Central Region,Geylang
ORCHARD TOWERS,"1 Claymore Drive #01 -08,09",52,Strata,2020000,38846,3609,19-Oct-16,Retail,Freehold,Resale,9,22,229594,Central Region,Orchard
WOODS SQUARE,10 Woodlands Square #03 -43,48,Strata,980000,20417,1897,18-Oct-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737714,North Region,Woodlands
PENINSULA PLAZA,111 North Bridge Road #05 -62,37,Strata,950000,25676,2385,17-Oct-16,Retail,999 Yrs From 29/10/1829,Resale,6,17,179098,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road #02 -35,14,Strata,1080000,77143,7167,17-Oct-16,Retail,Freehold,Sub Sale,1,6,68906,Central Region,Downtown Core
HIGH STREET PLAZA,77 High Street #10 -12,13,Strata,400000,30769,2859,14-Oct-16,Office,999 Yrs From 11/06/1827,Resale,6,17,179433,Central Region,Downtown Core
THE PLAZA,7500A Beach Road #08 -318,41,Strata,661500,16134,1499,13-Oct-16,Office,99 Yrs From 03/09/1968,Resale,7,19,199591,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road #01 -04,47,Strata,1700000,36170,3360,12-Oct-16,Office,99 Yrs From 08/04/1983,Resale,7,18,188504,Central Region,Rochor
ICON@CHANGI,228 Changi Road #02 -10,31,Strata,500000,16129,1498,12-Oct-16,Office,Freehold,Resale,14,41,419741,Central Region,Geylang
WOODS SQUARE,12 Woodlands Square #03 -72,87,Strata,1685000,19368,1799,12-Oct-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit #B2 -05,315,Strata,7000000,22222,2064,11-Oct-16,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
VISION EXCHANGE,2 Venture Drive #16 -14,102,Strata,2400000,23529,2186,11-Oct-16,Office,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
CITY GATE,371 Beach Road #01 -53,59,Strata,2683240,45479,4225,10-Oct-16,Retail,99 Yrs From 15/04/2014,New Sale,7,19,199597,Central Region,Kallang
PEOPLE~S PARK CENTRE,101 Upper Cross Street #05 -24,92,Strata,1280000,13913,1293,10-Oct-16,Office,99 Yrs From 02/06/1970,Resale,1,5,58357,Central Region,Outram
CHINATOWN PLAZA,34 Craig Road #02 -04,30,Strata,550000,18333,1703,10-Oct-16,Retail,Freehold,Resale,2,8,89673,Central Region,Outram
TELOK AYER CONSERVATION AREA,25 Boon Tat Street,165,Land,19000000,115291,10711,7-Oct-16,Shop House,999 Yrs From 01/11/1884,Resale,1,6,69622,Central Region,Outram
N.A.,486 Serangoon Road,195,Land,5800000,29789,2768,6-Oct-16,Shop House,Freehold,Resale,8,21,218151,Central Region,Kallang
WOODS SQUARE,12 Woodlands Square #04 -72,52,Strata,1007512,19375,1800,5-Oct-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
GSH PLAZA,20 Cecil Street #28 -09,114,Strata,3870962,33956,3155,5-Oct-16,Office,99 Yrs From 07/12/1989,New Sale,1,4,49705,Central Region,Downtown Core
GSH PLAZA,20 Cecil Street #28 -01,119,Strata,3812389,32037,2976,5-Oct-16,Office,99 Yrs From 07/12/1989,New Sale,1,4,49705,Central Region,Downtown Core
GSH PLAZA,20 Cecil Street #28 -08,81,Strata,2582035,31877,2961,5-Oct-16,Office,99 Yrs From 07/12/1989,New Sale,1,4,49705,Central Region,Downtown Core
GSH PLAZA,20 Cecil Street #28 -06,117,Strata,4384440,37474,3481,5-Oct-16,Office,99 Yrs From 07/12/1989,New Sale,1,4,49705,Central Region,Downtown Core
GSH PLAZA,20 Cecil Street #28 -04,81,Strata,2582035,31877,2961,5-Oct-16,Office,99 Yrs From 07/12/1989,New Sale,1,4,49705,Central Region,Downtown Core
GSH PLAZA,20 Cecil Street #28 -02,71,Strata,2274619,32037,2976,5-Oct-16,Office,99 Yrs From 07/12/1989,New Sale,1,4,49705,Central Region,Downtown Core
GSH PLAZA,20 Cecil Street #28 -07,108,Strata,4047175,37474,3481,5-Oct-16,Office,99 Yrs From 07/12/1989,New Sale,1,4,49705,Central Region,Downtown Core
GSH PLAZA,20 Cecil Street #28 -05,108,Strata,3943553,36514,3392,5-Oct-16,Office,99 Yrs From 07/12/1989,New Sale,1,4,49705,Central Region,Downtown Core
GSH PLAZA,20 Cecil Street #28 -03,103,Strata,3497448,33956,3155,5-Oct-16,Office,99 Yrs From 07/12/1989,New Sale,1,4,49705,Central Region,Downtown Core
PENINSULA PLAZA,111 North Bridge Road #17 -02,138,Strata,3180000,23043,2141,4-Oct-16,Office,999 Yrs From 29/10/1829,Resale,6,17,179098,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road #22 -04,109,Strata,3200000,29358,2727,4-Oct-16,Office,Freehold,Sub Sale,1,6,68906,Central Region,Downtown Core
VISION EXCHANGE,2 Venture Drive #13 -08,129,Strata,2914000,22589,2099,4-Oct-16,Office,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
ROCCA BALESTIER,221 Balestier Road #02 -04,17,Strata,420000,24706,2295,3-Oct-16,Retail,Freehold,Resale,12,32,329928,Central Region,Novena
TELOK AYER CONSERVATION AREA,54 Amoy Street,77,Land,4950000,64621,6003,3-Oct-16,Shop House,999 Yrs From 25/07/1833,Resale,1,6,69880,Central Region,Outram
UPPER SERANGOON SHOPPING CENTRE,756 Upper Serangoon Road #03 -23,19,Strata,355000,18684,1736,3-Oct-16,Retail,Freehold,Resale,19,53,534626,North East Region,Hougang
TELOK AYER CONSERVATION AREA,53 Amoy Street,79,Land,4950000,62343,5792,3-Oct-16,Shop House,999 Yrs From 25/07/1833,Resale,1,6,69879,Central Region,Outram
KAMPONG GLAM CONSERVATION AREA,17 Bali Lane,69,Land,3800000,55313,5139,3-Oct-16,Shop House,999 Yrs From 06/06/1833,Resale,7,18,189853,Central Region,Rochor
JUNCTION NINE,18 Yishun Avenue 9 #02 -43,13,Strata,880000,67692,6289,2-Oct-16,Retail,99 Yrs From 30/04/2013,Sub Sale,27,76,768897,North Region,Yishun
SUNTEC CITY,8 Temasek Boulevard #37 -03,217,Strata,4816000,22194,2062,30-Sep-16,Office,99 Yrs From 01/03/1989,Resale,1,3,38988,Central Region,Downtown Core
PAYA LEBAR SQUARE,60 Paya Lebar Road #10 -22,45,Strata,930000,20667,1920,30-Sep-16,Office,99 Yrs From 25/07/2011,Resale,14,40,409051,Central Region,Geylang
N.A.,27 Joo Chiat Place,99,Land,2330000,23512,2184,28-Sep-16,Shop House,Freehold,Resale,15,42,427752,Central Region,Geylang
N.A.,"26,28 Haji Lane",116,Land,8638000,74401,6912,28-Sep-16,Shop House,999 Yrs From 17/03/1828,Resale,7,18,189219,Central Region,Rochor
N.A.,910 Upper Thomson Road,118,Strata,2420000,20508,1905,28-Sep-16,Shop House,Freehold,Resale,26,78,787112,North Region,Yishun
FAR EAST PLAZA,14 Scotts Road #03 -41,21,Strata,1100000,52381,4866,27-Sep-16,Retail,Freehold,Resale,9,22,228213,Central Region,Orchard
GOLDEN MILE TOWER,6001 Beach Road #13 -04,42,Strata,556000,13238,1230,27-Sep-16,Office,99 Yrs From 09/06/1969,Resale,7,19,199589,Central Region,Kallang
MACPHERSON MALL,401 Macpherson Road #02 -11A,15,Strata,916073,61072,5674,26-Sep-16,Retail,Freehold,Resale,13,36,368125,Central Region,Toa Payoh
FAR EAST PLAZA,14 Scotts Road #03 -34,16,Strata,880000,55000,5110,26-Sep-16,Retail,Freehold,Resale,9,22,228213,Central Region,Orchard
N.A.,"457,459,461 Balestier Road",440,Land,8200000,18636,1731,26-Sep-16,Shop House,Freehold,Resale,12,32,329833,Central Region,Novena
LAVENDER PLACE,161 Lavender Street,1632,Land,55558888,34054,3164,23-Sep-16,Shop House,Freehold,Resale,12,33,338750,Central Region,Kallang
THE PLAZA,7500A Beach Road #11 -323,67,Strata,1074290,16034,1490,23-Sep-16,Office,99 Yrs From 03/09/1968,Resale,7,19,199591,Central Region,Kallang
HAVELOCK2,"2 Havelock Road #06 -14,15,16",144,Strata,3679699,25553,2374,22-Sep-16,Office,99 Yrs From 04/05/1983,New Sale,1,5,59763,Central Region,Singapore River
N.A.,"17,17A Joo Chiat Place",93,Land,2600000,27897,2592,22-Sep-16,Shop House,Freehold,Resale,15,42,427747,Central Region,Geylang
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue #02 -46,50,Strata,2700000,54000,5017,21-Sep-16,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit #02 -21,33,Strata,750000,22727,2111,21-Sep-16,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue #02 -45,39,Strata,1640000,42051,3907,21-Sep-16,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
PENINSULA PLAZA,111 North Bridge Road #08 -14,41,Strata,980000,23902,2221,21-Sep-16,Office,999 Yrs From 29/10/1829,Resale,6,17,179098,Central Region,Downtown Core
SIMS AVENUE CENTRE,540 Sims Avenue #02 -02,76,Strata,785000,10329,960,20-Sep-16,Office,Freehold,Resale,14,38,387603,Central Region,Geylang
PS100,100 Peck Seah Street #11 -12,45,Strata,1300000,28889,2684,20-Sep-16,Office,99 Yrs From 13/04/2011,Resale,2,7,79333,Central Region,Outram
N.A.,4 Norris Road,90,Land,2810000,31084,2888,19-Sep-16,Shop House,Freehold,Resale,8,20,208249,Central Region,Rochor
WOODS SQUARE,12 Woodlands Square #04 -64,52,Strata,985124,18945,1760,16-Sep-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
WOODS SQUARE,"12 Woodlands Square #03 -77,78",188,Strata,3647382,19401,1802,16-Sep-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
WOODS SQUARE,12 Woodlands Square #03 -67,120,Strata,2260438,18837,1750,15-Sep-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
DESKER ROAD CONSERVATION AREA,89 Desker Road,113,Land,3550000,31333,2911,15-Sep-16,Shop House,Freehold,Resale,8,20,209611,Central Region,Rochor
N.A.,"922,922A East Coast Road",102,Land,3500000,34247,3182,15-Sep-16,Shop House,Freehold,Resale,15,45,459114,East Region,Bedok
SERANGOON GARDEN ESTATE,"72,72A Serangoon Garden Way",150,Land,5500000,36593,3400,14-Sep-16,Shop House,999 Yrs From 01/01/1957,Resale,19,55,555968,North East Region,Serangoon
THE CITRON,1 Marne Road #01 -20,44,Strata,1047000,23795,2211,14-Sep-16,Retail,Freehold,New Sale,8,20,208380,Central Region,Kallang
CITY PLAZA,810 Geylang Road #03 -78,23,Strata,850000,36957,3433,13-Sep-16,Retail,Freehold,Resale,14,40,409286,Central Region,Geylang
MAXWELL HOUSE,20 Maxwell Road #11 -26,25,Strata,486000,19440,1806,13-Sep-16,Office,99 Yrs From 02/06/1969,Resale,1,6,69113,Central Region,Outram
KRETA AYER CONSERVATION AREA,16 Smith Street,100,Land,8800000,88353,8208,9-Sep-16,Shop House,Freehold,Resale,1,5,58930,Central Region,Outram
WOODS SQUARE,12 Woodlands Square #04 -73,52,Strata,984614,18935,1759,9-Sep-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
GRANDLINK SQUARE,511 Guillemard Road #01 -21,12,Strata,380000,31667,2942,9-Sep-16,Retail,Freehold,Resale,14,39,399849,Central Region,Geylang
WOODS SQUARE,10 Woodlands Square #01 -42,153,Strata,3669577,23984,2228,8-Sep-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737714,North Region,Woodlands
THE CENTRAL,6 Eu Tong Sen Street #08 -03,56,Strata,1600000,28571,2654,8-Sep-16,Office,99 Yrs From 02/01/2001,Resale,1,5,59817,Central Region,Singapore River
WOODS SQUARE,12 Woodlands Square #02 -73,52,Strata,1035496,19913,1850,7-Sep-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
WOODS SQUARE,10 Woodlands Square #02 -43,48,Strata,1007512,20990,1950,7-Sep-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737714,North Region,Woodlands
WOODS SQUARE,12 Woodlands Square #04 -63,52,Strata,985125,18945,1760,7-Sep-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
WOODS SQUARE,10 Woodlands Square #02 -45,48,Strata,985260,20526,1907,7-Sep-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737714,North Region,Woodlands
WOODS SQUARE,10 Woodlands Square #02 -46,47,Strata,964734,20526,1907,7-Sep-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737714,North Region,Woodlands
WOODS SQUARE,12 Woodlands Square #03 -79,52,Strata,996318,19160,1780,7-Sep-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
FU LU SHOU COMPLEX,149 Rochor Road #B1 -25,38,Strata,1500000,39474,3667,6-Sep-16,Retail,99 Yrs From 16/06/1980,Resale,7,18,188425,Central Region,Rochor
BURLINGTON SQUARE,175 Bencoolen Street #01 -19,22,Strata,950000,43182,4012,6-Sep-16,Retail,99 Yrs From 10/06/1996,Resale,7,18,189649,Central Region,Rochor
VISION EXCHANGE,2 Venture Drive #12 -13,78,Strata,1900000,24359,2263,6-Sep-16,Office,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
SBF CENTER,"160 Robinson Road #28 -07,08, ETC",387,Strata,12619950,32610,3030,6-Sep-16,Office,99 Yrs From 21/12/2011,New Sale,1,6,68914,Central Region,Downtown Core
N.A.,110 Robinson Road,172,Land,45100000,261905,24332,5-Sep-16,Office,Freehold,Resale,1,6,68901,Central Region,Downtown Core
N.A.,"11,13 Bukit Pasoh Road",272,Land,25000000,91979,8545,5-Sep-16,Shop House,Freehold,Resale,2,8,89827,Central Region,Outram
WOODS SQUARE,12 Woodlands Square #02 -76,81,Strata,1618940,19987,1857,5-Sep-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
TANJONG PAGAR CONSERVATION AREA,89 Tanjong Pagar Road,119,Land,6880000,57767,5367,2-Sep-16,Shop House,99 Yrs From 03/04/1992,Resale,2,8,88510,Central Region,Outram
THE OCTAGON,"105 Cecil Street #20 -01,02,03,04",575,Strata,13500000,23478,2181,2-Sep-16,Office,Freehold,Resale,1,6,69534,Central Region,Downtown Core
PARKWAY PARADE,80 Marine Parade Road #11 -09,164,Strata,1740000,10610,986,2-Sep-16,Office,99 Yrs From 17/08/1979,Resale,15,44,449269,Central Region,Marine Parade
HOLLAND ROAD SHOPPING CENTRE,"211 Holland Avenue #01 -05,05A.05B,05C",745,Strata,41480603,55679,5173,1-Sep-16,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
CHINATOWN POINT,133 New Bridge Road #08 -03,98,Strata,2000000,20408,1896,1-Sep-16,Office,99 Yrs From 12/11/1980,Resale,1,5,59413,Central Region,Outram
HOLLAND ROAD SHOPPING CENTRE,"211 Holland Avenue #01 -02,02A,04",394,Strata,19520284,49544,4603,1-Sep-16,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
N.A.,"205,207 New Bridge Road",161,Land,20500000,127646,11859,1-Sep-16,Shop House,99 Yrs From 19/01/1995,Resale,1,5,59430,Central Region,Outram
WOODS SQUARE,"12 Woodlands Square #02 -69,70",104,Strata,2012986,19356,1798,31-Aug-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
LE SHANTIER,519 Balestier Road #02 -03,90,Strata,900000,10000,929,31-Aug-16,Office,Freehold,Resale,12,32,329852,Central Region,Novena
WOODS SQUARE,10 Woodlands Square #04 -54,54,Strata,1127640,20882,1940,31-Aug-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737714,North Region,Woodlands
BUKIT TIMAH SHOPPING CENTRE,"170 Upper Bukit Timah Road #01 -31,32,33",60,Strata,2360000,39333,3654,31-Aug-16,Office,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
THE CITRON,1 Marne Road #01 -29,47,Strata,1020000,21702,2016,30-Aug-16,Retail,Freehold,New Sale,8,20,208380,Central Region,Kallang
THE ADELPHI,"1 Coleman Street #08 -06,07,08,09",813,Strata,20700000,25461,2365,30-Aug-16,Office,999 Yrs From 12/05/1828,Resale,6,17,179803,Central Region,Downtown Core
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue #02 -41,24,Strata,1121178,46716,4340,30-Aug-16,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue #02 -02,67,Strata,3894415,58126,5400,30-Aug-16,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
WOODS SQUARE,12 Woodlands Square #04 -65,52,Strata,985125,18945,1760,30-Aug-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
CHINATOWN PLAZA,34 Craig Road #02 -02,54,Strata,1000000,18519,1720,30-Aug-16,Office,Freehold,Resale,2,8,89673,Central Region,Outram
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue #02 -42,22,Strata,1178000,53545,4974,29-Aug-16,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
WOODS SQUARE,12 Woodlands Square #02 -62,52,Strata,1007512,19375,1800,29-Aug-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
SHENTON HOUSE,3 Shenton Way #12 -08,126,Strata,1850000,14683,1364,29-Aug-16,Office,99 Yrs From 02/06/1969,Resale,1,6,68805,Central Region,Downtown Core
VISION EXCHANGE,2 Venture Drive #15 -09,143,Strata,3160000,22098,2053,29-Aug-16,Office,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
WOODS SQUARE,10 Woodlands Square #04 -45,48,Strata,997181,20775,1930,29-Aug-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737714,North Region,Woodlands
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue #02 -03,33,Strata,1918144,58126,5400,29-Aug-16,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue #02 -01,68,Strata,5870684,86334,8021,29-Aug-16,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue #02 -44,41,Strata,2226000,54293,5044,29-Aug-16,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
PARKLANE SHOPPING MALL,35 Selegie Road #03 -20,19,Strata,336000,17684,1643,26-Aug-16,Retail,99 Yrs From 01/12/1974,Resale,7,18,188307,Central Region,Rochor
N.A.,17 Norris Road,160,Land,3730000,23283,2163,25-Aug-16,Shop House,Freehold,Resale,8,20,208259,Central Region,Rochor
WOODS SQUARE,12 Woodlands Square #04 -79,53,Strata,1021178,19268,1790,25-Aug-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
WOODS SQUARE,10 Woodlands Square #02 -54,54,Strata,1133448,20990,1950,25-Aug-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737714,North Region,Woodlands
THE PLAZA,7500A Beach Road #13 -302,67,Strata,1074290,16034,1490,25-Aug-16,Office,99 Yrs From 03/09/1968,Resale,7,19,199591,Central Region,Kallang
GOLDEN MILE COMPLEX,5001 Beach Road #01 -02,47,Strata,1215000,25851,2402,25-Aug-16,Retail,99 Yrs From 04/08/1969,Resale,7,19,199588,Central Region,Kallang
WOODS SQUARE,12 Woodlands Square #03 -74,52,Strata,984614,18935,1759,24-Aug-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
INTERNATIONAL PLAZA,"10 Anson Road #18 -21,22,23",131,Strata,2430000,18550,1723,24-Aug-16,Office,99 Yrs From 02/06/1970,Resale,2,7,79903,Central Region,Downtown Core
WOODS SQUARE,12 Woodlands Square #04 -83,52,Strata,1018705,19590,1820,24-Aug-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
WOODS SQUARE,12 Woodlands Square #03 -71,52,Strata,979145,18830,1749,23-Aug-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
SEMBAWANG HILLS ESTATE,"4,4A Jalan Kuras",181,Land,3368000,18639,1732,23-Aug-16,Shop House,Freehold,Resale,20,57,577723,North East Region,Ang Mo Kio
WOODS SQUARE,10 Woodlands Square #04 -43,48,Strata,979566,20408,1896,23-Aug-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737714,North Region,Woodlands
LITTLE INDIA CONSERVATION AREA,101 Serangoon Road,113,Land,4800000,42667,3964,23-Aug-16,Shop House,99 Yrs From 04/03/1995,Resale,8,21,218006,Central Region,Rochor
WOODS SQUARE,12 Woodlands Square #04 -62,52,Strata,962735,18514,1720,23-Aug-16,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
